49.04;-10.05935;0.4095361;-689;-203
49.08;-10.0304322;0.39127041;-688;-204
49.12;-10.0015144;0.37300472;-687;-204
49.16;-9.972596600000001;0.35473903;-686;-205
49.2;-9.9436788;0.33647334;-685;-206
49.24;-9.914761;0.31820765;-683;-207
49.28;-9.8858432;0.29994196;-682;-208
49.32;-9.8569254;0.28167627;-681;-209
49.36;-9.828007600000001;0.26341058;-680;-210
49.4;-9.7990898;0.24514489;-679;-211
49.44;-9.770172;0.2268792;-678;-212
49.48;-9.7412547;0.208613498;-677;-213
49.52;-9.712337400000001;0.190347796;-676;-213
49.56;-9.683420100000001;0.172082094;-675;-214
49.6;-9.654502800000001;0.153816392;-673;-215
49.64;-9.6255855;0.13555069;-672;-216
49.68;-9.5966682;0.11728498799999999;-671;-217
49.72;-9.5677509;0.09901928599999998;-670;-218
49.76;-9.5388336;0.08075358399999999;-669;-219
49.8;-9.5099163;0.062487881999999995;-668;-220
49.84;-9.480999;0.04422218;-667;-221
49.88;-9.4477968;0.03033839;-665;-221
49.92;-9.414594600000001;0.016454599999999996;-664;-222
49.96;-9.381392400000001;0.002570809999999993;-663;-223
50.0;-9.348190200000001;-0.011312980000000007;-662;-223
50.04;-9.314988;-0.025196770000000007;-660;-224
50.08;-9.2817858;-0.039080560000000014;-659;-225
50.12;-9.2485836;-0.05296435000000001;-658;-226
50.16;-9.2153814;-0.06684814000000001;-657;-226
50.2;-9.1821792;-0.08073193000000002;-655;-227
50.24;-9.148977;-0.09461572;-654;-228
50.28;-9.1152988;-0.108012628;-653;-228
50.32;-9.0816206;-0.12140953600000001;-651;-229
50.36;-9.0479424;-0.13480644400000003;-650;-230
50.4;-9.0142642;-0.148203352;-649;-230
50.44;-8.980585999999999;-0.16160026;-647;-231
50.48;-8.9469078;-0.17499716800000004;-646;-232
50.52;-8.9132296;-0.18839407600000002;-645;-232
50.56;-8.879551399999999;-0.201790984;-644;-233
50.6;-8.8458732;-0.21518789200000002;-642;-234
50.64;-8.812195;-0.2285848;-641;-235
50.68;-8.778516699999999;-0.24198172;-640;-235
50.72;-8.744838399999999;-0.25537864;-638;-236
50.76;-8.711160099999999;-0.26877556;-637;-237
50.8;-8.677481799999999;-0.28217248;-636;-237
50.84;-8.6438035;-0.2955694;-635;-238
50.88;-8.6101252;-0.30896632;-633;-239
50.92;-8.5764469;-0.32236324;-632;-239
50.96;-8.5427686;-0.33576016;-631;-240
51.0;-8.5090903;-0.34915708;-629;-241
51.04;-8.475412;-0.362554;-628;-241
51.08;-8.4363332;-0.36886728999999996;-627;-242
51.12;-8.3972544;-0.37518058;-625;-242
51.16;-8.358175600000001;-0.38149387;-624;-242
51.2;-8.3190968;-0.38780716;-622;-243
51.24;-8.280018;-0.39412044999999996;-620;-243
51.28;-8.2409392;-0.40043374;-619;-244
51.32;-8.2018604;-0.40674703;-617;-244
51.36;-8.1627816;-0.41306032;-616;-244
51.4;-8.1237028;-0.41937360999999995;-614;-245
51.44;-8.084624;-0.4256869;-613;-245
51.48;-8.0441951;-0.43022929;-611;-245
51.52;-8.0037662;-0.43477168;-610;-246
51.56;-7.9633373;-0.43931407;-608;-246
51.6;-7.9229084;-0.44385646;-607;-246
51.64;-7.8824795000000005;-0.44839885;-605;-246
51.68;-7.8420506;-0.45294123999999997;-604;-247
51.72;-7.8016217;-0.45748363;-602;-247
51.76;-7.7611928;-0.46202602;-601;-247
51.8;-7.720763900000001;-0.46656841;-599;-248
51.84;-7.680335;-0.4711108;-597;-248
51.88;-7.6399061;-0.47565319;-596;-248
51.92;-7.5994772;-0.48019558;-594;-249
51.96;-7.559048300000001;-0.48473797;-593;-249
52.0;-7.5186194;-0.48928036;-591;-249
52.04;-7.4781905;-0.49382275;-590;-249
52.08;-7.4377616;-0.49836514;-588;-250
52.12;-7.3973327;-0.50290753;-586;-250
52.16;-7.3569038;-0.50744992;-585;-250
52.2;-7.3164749;-0.51199231;-583;-251
52.24;-7.276046;-0.5165347;-582;-251
52.28;-7.2356171;-0.52107709;-580;-251
52.32;-7.1951882;-0.52561948;-579;-251
52.36;-7.1547593;-0.53016187;-577;-252
52.4;-7.1143304;-0.53470426;-576;-252
52.44;-7.0739015;-0.5392466499999999;-574;-252
52.48;-7.0334726;-0.54378904;-572;-253
52.52;-6.993043699999999;-0.54833143;-571;-253
52.56;-6.9526148;-0.55287382;-569;-253
52.6;-6.9121859;-0.55741621;-568;-253
52.64;-6.871757;-0.5619586;-566;-254
52.68;-6.8309206;-0.5660617299999999;-565;-254
52.72;-6.7900842;-0.57016486;-563;-254
52.76;-6.7492478;-0.57426799;-562;-255
52.8;-6.7084114;-0.57837112;-560;-255
52.84;-6.667574999999999;-0.58247425;-558;-255
52.88;-6.6267385999999995;-0.5865773799999999;-557;-255
52.92;-6.5859022;-0.59068051;-555;-256
52.96;-6.5450658;-0.59478364;-554;-256
53.0;-6.5042294;-0.59888677;-552;-256
53.04;-6.463393;-0.6029899;-551;-256
53.08;-6.4224549;-0.60698321;-549;-257
53.12;-6.3815168;-0.61097652;-547;-257
53.16;-6.3405787;-0.6149698299999999;-546;-257
