59.44;4.996246;-3.096396;-109;-394
59.48;4.9536933;-3.0780102;-111;-393
59.52;4.9111406;-3.0596244;-112;-392
59.56;4.8685879000000005;-3.0412386;-114;-391
59.6;4.826035200000001;-3.0228528;-116;-390
59.64;4.7834825;-3.004467;-117;-389
59.68;4.7409298;-2.9860812;-119;-388
59.72;4.6983771;-2.9676954;-120;-387
59.76;4.6558244;-2.9493096;-122;-386
59.8;4.6132717;-2.9309238;-124;-385
59.84;4.570719;-2.912538;-125;-384
59.88;4.5281662;-2.8941521;-127;-384
59.92;4.4856134;-2.8757662;-129;-383
59.96;4.4430606;-2.8573803;-130;-382
60.0;4.4005078;-2.8389944000000003;-132;-381
60.04;4.3579550000000005;-2.8206085;-134;-380
60.08;4.3154022;-2.8022226;-135;-379
60.12;4.2728494;-2.7838367;-137;-378
60.16;4.2302966;-2.7654508;-139;-377
60.2;4.1877438;-2.7470649000000003;-140;-376
60.24;4.145191;-2.728679;-142;-375
60.28;4.1020191;-2.7121317;-143;-374
60.32;4.0588472;-2.6955844;-145;-373
60.36;4.0156753;-2.6790371;-147;-373
60.4;3.9725034;-2.6624898;-148;-372
60.44;3.9293315;-2.6459425000000003;-150;-371
60.48;3.8861596;-2.6293952000000003;-152;-370
60.52;3.8429876999999997;-2.6128479000000002;-153;-369
60.56;3.7998157999999997;-2.5963006;-155;-368
60.6;3.7566439;-2.5797533;-157;-368
60.64;3.713472;-2.563206;-158;-367
60.68;3.6700345999999997;-2.5474467;-160;-366
60.72;3.6265972;-2.5316874;-162;-365
60.76;3.5831598;-2.5159281;-163;-364
60.8;3.5397224;-2.5001688;-165;-363
60.84;3.496285;-2.4844095;-167;-363
60.88;3.4528476;-2.4686502;-168;-362
60.92;3.4094102;-2.4528909;-170;-361
60.96;3.3659727999999998;-2.4371316;-172;-360
61.0;3.3225354;-2.4213723;-173;-359
61.04;3.279098;-2.405613;-175;-359
61.08;3.2356607;-2.3898536999999997;-177;-358
61.12;3.1922234;-2.3740943999999997;-179;-357
61.16;3.1487860999999997;-2.3583350999999997;-180;-356
61.2;3.1053488;-2.3425757999999997;-182;-355
61.24;3.0619115;-2.3268164999999996;-184;-355
61.28;3.0184742;-2.3110572;-185;-354
61.32;2.9750369;-2.2952979;-187;-353
61.36;2.9315995999999998;-2.2795386;-189;-352
61.4;2.8881623;-2.2637793;-190;-351
61.44;2.844725;-2.24802;-192;-350
61.48;2.8073603;-2.2308700999999997;-193;-350
61.52;2.7699956;-2.2137202;-195;-349
61.56;2.7326308999999998;-2.1965703;-196;-348
61.6;2.6952662;-2.1794204;-198;-347
61.64;2.6579015;-2.1622705;-199;-346
61.68;2.6205368;-2.1451206;-201;-345
61.72;2.5831721;-2.1279707;-202;-344
61.76;2.5458073999999997;-2.1108208;-203;-344
61.8;2.5084427;-2.0936709000000002;-205;-343
61.84;2.471078;-2.076521;-206;-342
61.88;2.4343881;-2.0592167;-208;-341
61.92;2.3976982;-2.0419124;-209;-340
61.96;2.3610083;-2.0246081;-211;-339
62.0;2.3243183999999997;-2.0073038;-212;-338
62.04;2.2876285;-1.9899995000000001;-213;-337
62.08;2.2509386;-1.9726952;-215;-337
62.12;2.2142486999999997;-1.9553909;-216;-336
62.16;2.1775588;-1.9380866;-218;-335
62.2;2.1408688999999996;-1.9207823;-219;-334
62.24;2.104179;-1.903478;-220;-333
62.28;2.0674889999999997;-1.8861737;-222;-332
62.32;2.030799;-1.8688694;-223;-331
62.36;1.994109;-1.8515651;-225;-331
62.4;1.9574189999999998;-1.8342608;-226;-330
62.44;1.920729;-1.8169564999999999;-228;-329
62.48;1.884039;-1.7996522;-229;-328
62.52;1.847349;-1.7823479;-230;-327
62.56;1.810659;-1.7650436;-232;-326
62.6;1.773969;-1.7477392999999999;-233;-325
62.64;1.737279;-1.730435;-235;-324
62.68;1.6982611;-1.7216255;-236;-324
62.72;1.6592432;-1.712816;-238;-323
62.76;1.6202253;-1.7040065;-239;-323
62.8;1.5812074;-1.6951969999999998;-241;-322
62.84;1.5421895;-1.6863875;-242;-322
62.88;1.5031716;-1.677578;-244;-322
62.92;1.4641537;-1.6687684999999999;-245;-321
62.96;1.4251358;-1.659959;-247;-321
63.0;1.3861179;-1.6511494999999998;-248;-320
63.04;1.3471;-1.64234;-250;-320
63.08;1.3102182636363635;-1.6394797272727273;-251;-319
63.12;1.2733365272727273;-1.6366194545454544;-252;-319
63.16;1.2364547909090908;-1.6337591818181818;-254;-319
63.2;1.1995730545454546;-1.630898909090909;-255;-319
63.24;1.1626913181818181;-1.6280386363636363;-257;-319
63.28;1.125809581818182;-1.6251783636363635;-258;-318
63.32;1.0889278454545455;-1.6223180909090908;-260;-318
63.36;1.052046109090909;-1.619457818181818;-261;-318
63.4;1.0151643727272728;-1.6165975454545454;-262;-318
63.44;0.9782826363636363;-1.6137372727272725;-264;-318
63.440000000000005;0.9414009;-1.610877;-265;-317
63.48;0.90083099;-1.6077308;-267;-317
63.52;0.86026108;-1.6045846;-268;-317
63.56;0.81969117;-1.6014384;-270;-317
63.6;0.7791212599999999;-1.5982922;-271;-316
63.64;0.73855135;-1.595146;-273;-316
63.68;0.69798144;-1.5919998;-275;-316
63.72;0.65741153;-1.5888536;-276;-316
63.76;0.61684162;-1.5857074;-278;-316
63.8;0.57627171;-1.5825612;-279;-315
63.84;0.5357018;-1.579415;-281;-315
63.88;0.4934548;-1.5746933;-282;-315
63.92;0.4512078;-1.5699716;-284;-314
63.96;0.4089608;-1.5652499;-286;-314
64.0;0.3667138;-1.5605282;-287;-314
64.04;0.3244668;-1.5558065;-289;-314
64.08;0.2822198;-1.5510848;-291;-313
64.12;0.23997279999999999;-1.5463631;-292;-313
64.16;0.1977258;-1.5416414;-294;-313
64.2;0.15547880000000003;-1.5369196999999999;-296;-312
64.24;0.1132318;-1.532198;-297;-312
64.28;0.0670716;-1.5238003;-299;-312
64.32;0.020911399999999997;-1.5154026;-301;-311
64.36;-0.025248800000000016;-1.5070048999999999;-302;-311
64.4;-0.071409;-1.4986072;-304;-310
64.44;-0.11756919999999998;-1.4902095;-306;-310
64.48;-0.16372940000000002;-1.4818118;-308;-309
64.52;-0.2098896;-1.4734141;-310;-309
64.56;-0.2560498;-1.4650163999999999;-311;-308
64.6;-0.30221;-1.4566187;-313;-308
64.64;-0.3483702;-1.448221;-315;-307
64.68;-0.3945304;-1.4398233;-317;-307
64.72;-0.44069060000000004;-1.4314256;-318;-306
64.76;-0.48685080000000003;-1.4230279;-320;-306
64.8;-0.533011;-1.4146302;-322;-305
64.84;-0.5791712;-1.4062325;-324;-305
64.88;-0.6253314000000001;-1.3978348;-326;-304
64.92;-0.6714916;-1.3894371;-327;-304
64.96;-0.7176518000000001;-1.3810394;-329;-304
65.0;-0.7638119999999999;-1.3726417;-331;-303
65.04;-0.8099722;-1.364244;-333;-303
65.08;-0.85613238;-1.3558463;-334;-302
65.12;-0.90229256;-1.3474486;-336;-302
65.16;-0.94845274;-1.3390509;-338;-301
65.2;-0.99461292;-1.3306532;-340;-301
65.24;-1.0407731;-1.3222555;-342;-300
65.28;-1.08693328;-1.3138578;-343;-300
65.32;-1.13309346;-1.3054601000000001;-345;-299
